RESULT,ERROR,PROMPT,RAW_RESULT,TASK,DOMAIN_NAME,MODEL,LANGUAGE
context Road inv: self.length->distinct = true,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum cards{smallmediumbig}class map {name : StringisCity : Booleancountry : Stringsize : cards}class Road {name : Stringlength : Intdistrict : String}class PublicSpace {name : String}class Street {}class Boulevard {}class Pedestrian {}class Garden {}class Square {}map  *--> \""roads 0..*\"" Roadmap  *--> \""spaces 0..*\"" PublicSpaceRoad \""borderedBy 1..*\"" -- \""border 0..*\"" PublicSpaceRoad  --> \""meet 0..*\"" RoadRoad <|-- StreetRoad <|-- BoulevardRoad <|-- PedestrianPublicSpace <|-- GardenPublicSpace <|-- Square@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:All roads on the map must have unique lengths.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Road inv: self.length->distinct = true\""}""
  }
]","{
  ""code"": ""context Road inv: self.length->distinct = true""
}",3,maps,llama3.1:latest,OCL
conveyors->forAll(c | c.capacity >= c.piece->size()) and pieces->forAll(p | p.conveyor->size() = 1),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Machine {id : EString}class Conveyor {capacity : EIntid : EString}class Piece {id : EString}class Raw {}class Processed {}Machine \""om 0..1\"" *-- \""ic 0..*\"" ConveyorMachine \""im 0..1\"" *-- \""oc 0..*\"" ConveyorConveyor \""conveyor 0..*\"" *-- \""piece 0..1\"" PieceConveyor \""next 0..*\"" -- \""prev 0..1\"" ConveyorPiece <|-- RawPiece <|-- Processed@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:Every conveyor must have a piece count that does not exceed its capacity, and each piece must belong to exactly one conveyor.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""conveyors->forAll(c | c.capacity >= c.piece->size()) and pieces->forAll(p | p.conveyor->size() = 1)\""}""
  }
]","{
  ""code"": ""conveyors->forAll(c | c.capacity >= c.piece->size()) and pieces->forAll(p | p.conveyor->size() = 1)""
}",0,productionSystem,llama3.1:latest,OCL
context Person::age > 0 and age < 80,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:The age of a person should be greater than 0 and less than 80.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""context Person::age > 0 and age < 80\""}""
  }
]","{
    ""code"": ""context Person::age > 0 and age < 80""
}",0,carRental,llama3.1:latest,OCL
context Employee inv: self.manager->isEmpty() and self.managedBranchs->isEmpty() or self.manager->notEmpty() implies self.managedBranchs->notEmpty(),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:An employee must either have no employer or not manage any branches, but not both.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Employee inv: self.manager->isEmpty() and self.managedBranchs->isEmpty() or self.manager->notEmpty() implies self.managedBranchs->notEmpty()\""}""
  }
]","{
  ""code"": ""context Employee inv: self.manager->isEmpty() and self.managedBranchs->isEmpty() or self.manager->notEmpty() implies self.managedBranchs->notEmpty()""
}",1,carRental,llama3.1:latest,OCL
context Branch inv: self.manager = self.employee,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A manager must also be listed as an employee in their own branch.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Branch inv: self.manager = self.employee\""}""
  }
]","{
  ""code"": ""context Branch inv: self.manager = self.employee""
}",2,carRental,llama3.1:latest,OCL
context Employee inv: if self.manager <> null then self.manager.salary > self.salary else true endif,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:For every employee in a branch, if the employee is not the manager, then the manager's salary should be higher than that of the employee.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Employee inv: if self.manager <> null then self.manager.salary > self.salary else true endif\""}""
  }
]","{
  ""code"": ""context Employee inv: if self.manager <> null then self.manager.salary > self.salary else true endif""
}",3,carRental,llama3.1:latest,OCL
context CarGroup::higher->forAll(higher = self) and context CarGroup::lower->forAll(lower = self),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A CarGroup should not list itself in its 'higher' or 'lower' properties.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context CarGroup::higher->forAll(higher = self) and context CarGroup::lower->forAll(lower = self)\""}""
  }
]","{
  ""code"": ""context CarGroup::higher->forAll(higher = self) and context CarGroup::lower->forAll(lower = self)""
}",4,carRental,llama3.1:latest,OCL
context CarGroup::higher->notEmpty() implies self <> higher->head().higher and context CarGroup::lower->notEmpty() implies self <> lower->head().lower,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A car group must not be the higher group of its own higher group, and it must not be the lower group of its own lower group.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context CarGroup::higher->notEmpty() implies self <> higher->head().higher and context CarGroup::lower->notEmpty() implies self <> lower->head().lower\""}""
  }
]","{
  ""code"": ""context CarGroup::higher->notEmpty() implies self <> higher->head().higher and context CarGroup::lower->notEmpty() implies self <> lower->head().lower""
}",5,carRental,llama3.1:latest,OCL
context Car inv: rental->isEmpty() = true,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A car should not have any rentals.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Car inv: rental->isEmpty() = true\""}""
  }
]","{
  ""code"": ""context Car inv: rental->isEmpty() = true""
}",6,carRental,llama3.1:latest,OCL
context Rental::carGroup->includes(associatedBranch.carGroups),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum CarGroupKind{compactintermediateluxury}class Person {firstname : EStringlastname : EStringage : EIntisMarried : EBoolean}class Customer {address : EString}class Employee {salary : EDouble}class Branch {location : EString}class Rental {framDate : EStringuntilDate : EString}class CarGroup {kind : CarGroupKind}class Car {id : EString}class ServiceDepot {location : EString}class Check {description : EString}Person <|-- CustomerRental \""rental 0..*\"" -- \""customer 1..1\"" CustomerPerson <|-- EmployeeEmployee  --> \""managedBranch 0..1\"" BranchEmployee  --> \""employer 1..1\"" BranchBranch  --> \""manager 1..1\"" EmployeeBranch  --> \""employee 0..*\"" EmployeeBranch \""branch 1..1\"" -- \""car 0..*\"" CarBranch \""branch 0..*\"" -- \""carGroup 0..*\""  CarGroupBranch  \""branch 1..1\"" -- \""rental 0..*\"" RentalRental \""rental 0..1\"" -- \""car 0..1\"" CarRental \""rental 0..*\"" -- \""carGroup 1..1\"" CarGroupCarGroup \""carGroup 1..1\""-- \""car 0..*\"" CarCarGroup \""higher 0..1\"" -- \""lower 0..1\"" CarGroup@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:The car group of a rental should be included in the car groups of the branch associated with the rental.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Rental::carGroup->includes(associatedBranch.carGroups)\""}""
  }
]","{
  ""code"": ""context Rental::carGroup->includes(associatedBranch.carGroups)""
}",7,carRental,llama3.1:latest,OCL
context Coach::model->forAll(seats | seats >= 10),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Trip {name : Stringorigin : Stringdestination : Stringtype : Stringnumber : Integer}class RegularTrip {}class PrivateTrip {extras : String}class Coach {id : Integername : Stringmodel : StringnoOfSeats : Integer}class Passenger {name : Stringage : IntegeridCard : String}class Employee {id : IntegerbaseSalary : Double}class SecurityGuard {shift : String}class Manager {hasMBA : Boolean}class BookingOffice {name : Stringlocation : StringofficeID : Integer}class Ticket {number : Integerprice : EDoubleisRoundTrip : Boolean}class VendingMachine {number : Integer}class AdultTicket {isElderlyDiscount : Boolean}class ChildTicket {isSchoolTrip : Boolean}Trip \""trips 1..*\"" -- \""coaches 1..*\"" CoachTrip \""trips 1..*\"" -- \""passengers 1..*\"" PassengerTrip <|-- RegularTripTrip <|-- PrivateTripCoach \""coach 1..1\"" -- \""guards 0..*\"" SecurityGuardCoach \""coaches 1..*\"" -- \""offices 0..*\"" BookingOfficePassenger \""psg 1..1\"" -- \""tickets 0..*\"" TicketEmployee <|-- SecurityGuardEmployee <|-- ManagerManager \""manager 0..1\"" -- \""office 0..1\"" BookingOfficeBookingOffice \""office 1..1\"" -- \""vms 0..*\"" VendingMachineTicket \""tickets 0..*\"" -- \""vm 1..1\"" VendingMachineTicket <|-- AdultTicketTicket <|-- ChildTicket@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:The number of seats in a coach must be at least 10.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""context Coach::model->forAll(seats | seats >= 10)\""}""
  }
]","{
    ""code"": ""context Coach::model->forAll(seats | seats >= 10)""
}",0,coachBus,llama3.1:latest,OCL
context Coach inv: self.noOfSeats >= Trip->collect(passenger : Passenger | passenger)->size(),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Trip {name : Stringorigin : Stringdestination : Stringtype : Stringnumber : Integer}class RegularTrip {}class PrivateTrip {extras : String}class Coach {id : Integername : Stringmodel : StringnoOfSeats : Integer}class Passenger {name : Stringage : IntegeridCard : String}class Employee {id : IntegerbaseSalary : Double}class SecurityGuard {shift : String}class Manager {hasMBA : Boolean}class BookingOffice {name : Stringlocation : StringofficeID : Integer}class Ticket {number : Integerprice : EDoubleisRoundTrip : Boolean}class VendingMachine {number : Integer}class AdultTicket {isElderlyDiscount : Boolean}class ChildTicket {isSchoolTrip : Boolean}Trip \""trips 1..*\"" -- \""coaches 1..*\"" CoachTrip \""trips 1..*\"" -- \""passengers 1..*\"" PassengerTrip <|-- RegularTripTrip <|-- PrivateTripCoach \""coach 1..1\"" -- \""guards 0..*\"" SecurityGuardCoach \""coaches 1..*\"" -- \""offices 0..*\"" BookingOfficePassenger \""psg 1..1\"" -- \""tickets 0..*\"" TicketEmployee <|-- SecurityGuardEmployee <|-- ManagerManager \""manager 0..1\"" -- \""office 0..1\"" BookingOfficeBookingOffice \""office 1..1\"" -- \""vms 0..*\"" VendingMachineTicket \""tickets 0..*\"" -- \""vm 1..1\"" VendingMachineTicket <|-- AdultTicketTicket <|-- ChildTicket@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:For every trip managed by a coach, the number of passengers must not exceed the number of seats available on the coach.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Coach inv: self.noOfSeats >= Trip->collect(passenger : Passenger | passenger)->size()\""}""
  }
]","{
  ""code"": ""context Coach inv: self.noOfSeats >= Trip->collect(passenger : Passenger | passenger)->size()""
}",1,coachBus,llama3.1:latest,OCL
context Ticket inv: self.number->isUnique() = true,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Trip {name : Stringorigin : Stringdestination : Stringtype : Stringnumber : Integer}class RegularTrip {}class PrivateTrip {extras : String}class Coach {id : Integername : Stringmodel : StringnoOfSeats : Integer}class Passenger {name : Stringage : IntegeridCard : String}class Employee {id : IntegerbaseSalary : Double}class SecurityGuard {shift : String}class Manager {hasMBA : Boolean}class BookingOffice {name : Stringlocation : StringofficeID : Integer}class Ticket {number : Integerprice : EDoubleisRoundTrip : Boolean}class VendingMachine {number : Integer}class AdultTicket {isElderlyDiscount : Boolean}class ChildTicket {isSchoolTrip : Boolean}Trip \""trips 1..*\"" -- \""coaches 1..*\"" CoachTrip \""trips 1..*\"" -- \""passengers 1..*\"" PassengerTrip <|-- RegularTripTrip <|-- PrivateTripCoach \""coach 1..1\"" -- \""guards 0..*\"" SecurityGuardCoach \""coaches 1..*\"" -- \""offices 0..*\"" BookingOfficePassenger \""psg 1..1\"" -- \""tickets 0..*\"" TicketEmployee <|-- SecurityGuardEmployee <|-- ManagerManager \""manager 0..1\"" -- \""office 0..1\"" BookingOfficeBookingOffice \""office 1..1\"" -- \""vms 0..*\"" VendingMachineTicket \""tickets 0..*\"" -- \""vm 1..1\"" VendingMachineTicket <|-- AdultTicketTicket <|-- ChildTicket@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:Each Ticket instance should have a unique ticket number.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Ticket inv: self.number->isUnique() = true\""}""
  }
]","{
  ""code"": ""context Ticket inv: self.number->isUnique() = true""
}",2,coachBus,llama3.1:latest,OCL
