code,cprompt,crawresp,task_id,text,model
"def append_list_to_tuples(tuples_list, append_list):
    if not all(isinstance(item, tuple) for item in tuples_list):
        raise ValueError('All elements in the first parameter must be tuples.')
    if not isinstance(append_list, list):
        raise ValueError('The second parameter must be a list.')
    return [item + tuple(append_list) for item in tuples_list]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to append the given list to the given tuples.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def append_list_to_tuples(tuples_list, append_list):\\n    if not all(isinstance(item, tuple) for item in tuples_list):\\n        raise ValueError('All elements in the first parameter must be tuples.')\\n    if not isinstance(append_list, list):\\n        raise ValueError('The second parameter must be a list.')\\n    return [item + tuple(append_list) for item in tuples_list]\""}""
  }
]","{""code"":""def append_list_to_tuples(tuples_list, append_list):\n    if not all(isinstance(item, tuple) for item in tuples_list):\n        raise ValueError('All elements in the first parameter must be tuples.')\n    if not isinstance(append_list, list):\n        raise ValueError('The second parameter must be a list.')\n    return [item + tuple(append_list) for item in tuples_list]""}",106,Write a function to append the given list to the given tuples.,gpt-4o-mini
"from typing import List


def merge_sorted_lists(list1: List[int], list2: List[int], list3: List[int]) -> List[int]:
    merged_list = list1 + list2 + list3
    return sorted(merged_list)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to merge three lists into a single sorted list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List\\n\\n\\ndef merge_sorted_lists(list1: List[int], list2: List[int], list3: List[int]) -> List[int]:\\n    merged_list = list1 + list2 + list3\\n    return sorted(merged_list)\""}""
  }
]","{""code"":""from typing import List\n\n\ndef merge_sorted_lists(list1: List[int], list2: List[int], list3: List[int]) -> List[int]:\n    merged_list = list1 + list2 + list3\n    return sorted(merged_list)""}",108,Write a function to merge three lists into a single sorted list.,gpt-4o-mini
"def count_odd_numbers_in_rotations(binary_string: str, rotations: int) -> int:
    n = len(binary_string)
    odd_count = 0

    # Check for edge case of empty string
    if n == 0:
        return 0

    # Iterate through all the possible rotations
    for i in range(rotations):
        # Perform the rotation by creating a new string
        rotated_string = binary_string[i % n:] + binary_string[:i % n]
        # Convert the binary string to an integer
        number = int(rotated_string, 2)
        # Check if the number is odd
        if number % 2 == 1:
            odd_count += 1

    return odd_count","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_odd_numbers_in_rotations(binary_string: str, rotations: int) -> int:\\n    n = len(binary_string)\\n    odd_count = 0\\n\\n    # Check for edge case of empty string\\n    if n == 0:\\n        return 0\\n\\n    # Iterate through all the possible rotations\\n    for i in range(rotations):\\n        # Perform the rotation by creating a new string\\n        rotated_string = binary_string[i % n:] + binary_string[:i % n]\\n        # Convert the binary string to an integer\\n        number = int(rotated_string, 2)\\n        # Check if the number is odd\\n        if number % 2 == 1:\\n            odd_count += 1\\n\\n    return odd_count\""}""
  }
]","{""code"":""def count_odd_numbers_in_rotations(binary_string: str, rotations: int) -> int:\n    n = len(binary_string)\n    odd_count = 0\n\n    # Check for edge case of empty string\n    if n == 0:\n        return 0\n\n    # Iterate through all the possible rotations\n    for i in range(rotations):\n        # Perform the rotation by creating a new string\n        rotated_string = binary_string[i % n:] + binary_string[:i % n]\n        # Convert the binary string to an integer\n        number = int(rotated_string, 2)\n        # Check if the number is odd\n        if number % 2 == 1:\n            odd_count += 1\n\n    return odd_count""}",109,Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,gpt-4o-mini
"def common_elements(nested_lists):
    if not nested_lists:
        return []

    common_set = set(nested_lists[0])
    for lst in nested_lists[1:]:
        common_set.intersection_update(lst)
    return list(common_set)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the common elements in given nested lists.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def common_elements(nested_lists):\\n    if not nested_lists:\\n        return []\\n\\n    common_set = set(nested_lists[0])\\n    for lst in nested_lists[1:]:\\n        common_set.intersection_update(lst)\\n    return list(common_set)\""}""
  }
]","{""code"":""def common_elements(nested_lists):\n    if not nested_lists:\n        return []\n\n    common_set = set(nested_lists[0])\n    for lst in nested_lists[1:]:\n        common_set.intersection_update(lst)\n    return list(common_set)""}",111,Write a function to find the common elements in given nested lists.,gpt-4o-mini
"def is_integer_string(s: str) -> bool:
    if not s:
        return False
    if s[0] in ('+', '-'):
        s = s[1:]
    return s.isdigit()","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to check if a string represents an integer or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def is_integer_string(s: str) -> bool:\\n    if not s:\\n        return False\\n    if s[0] in ('+', '-'):\\n        s = s[1:]\\n    return s.isdigit()\""}""
  }
]","{""code"":""def is_integer_string(s: str) -> bool:\n    if not s:\n        return False\n    if s[0] in ('+', '-'):\n        s = s[1:]\n    return s.isdigit()""}",113,Write a function to check if a string represents an integer or not.,gpt-4o-mini
"from typing import List, Dict

def are_all_dictionaries_empty(dicts: List[Dict]) -> bool:
    return all(not d for d in dicts)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to check whether all dictionaries in a list are empty or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List, Dict\\n\\ndef are_all_dictionaries_empty(dicts: List[Dict]) -> bool:\\n    return all(not d for d in dicts)\""}""
  }
]","{""code"":""from typing import List, Dict\n\ndef are_all_dictionaries_empty(dicts: List[Dict]) -> bool:\n    return all(not d for d in dicts)""}",115,Write a function to check whether all dictionaries in a list are empty or not.,gpt-4o-mini
"def tuple_to_integer(tup):
    if not isinstance(tup, tuple) or not all(isinstance(i, int) and i > 0 for i in tup):
        raise ValueError('Input must be a tuple of positive integers.')
    return int(''.join(map(str, tup)))","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert a given tuple of positive integers into a single integer.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def tuple_to_integer(tup):\\n    if not isinstance(tup, tuple) or not all(isinstance(i, int) and i > 0 for i in tup):\\n        raise ValueError('Input must be a tuple of positive integers.')\\n    return int(''.join(map(str, tup)))\""}""
  }
]","{""code"":""def tuple_to_integer(tup):\n    if not isinstance(tup, tuple) or not all(isinstance(i, int) and i > 0 for i in tup):\n        raise ValueError('Input must be a tuple of positive integers.')\n    return int(''.join(map(str, tup)))""}",116,Write a function to convert a given tuple of positive integers into a single integer.,gpt-4o-mini
"from typing import List, Union

def convert_to_floats(data: List[List[Union[str, int, float]]]) -> List[List[float]]:
    result = []
    for inner_list in data:
        converted_list = []
        for item in inner_list:
            try:
                converted_value = float(item)
                converted_list.append(converted_value)
            except (ValueError, TypeError):
                converted_list.append(item)
        result.append(converted_list)
    return result","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert all possible convertible elements in a list of lists to floats.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List, Union\\n\\ndef convert_to_floats(data: List[List[Union[str, int, float]]]) -> List[List[float]]:\\n    result = []\\n    for inner_list in data:\\n        converted_list = []\\n        for item in inner_list:\\n            try:\\n                converted_value = float(item)\\n                converted_list.append(converted_value)\\n            except (ValueError, TypeError):\\n                converted_list.append(item)\\n        result.append(converted_list)\\n    return result\""}""
  }
]","{""code"":""from typing import List, Union\n\ndef convert_to_floats(data: List[List[Union[str, int, float]]]) -> List[List[float]]:\n    result = []\n    for inner_list in data:\n        converted_list = []\n        for item in inner_list:\n            try:\n                converted_value = float(item)\n                converted_list.append(converted_value)\n            except (ValueError, TypeError):\n                converted_list.append(item)\n        result.append(converted_list)\n    return result""}",117,Write a function to convert all possible convertible elements in a list of lists to floats.,gpt-4o-mini
"def split_string_to_list(input_string: str) -> list[str]:
    if not isinstance(input_string, str):
        raise ValueError('Input must be a string')
    return input_string.split()","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert a string to a list of strings split on the space character.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def split_string_to_list(input_string: str) -> list[str]:\\n    if not isinstance(input_string, str):\\n        raise ValueError('Input must be a string')\\n    return input_string.split()\""}""
  }
]","{""code"":""def split_string_to_list(input_string: str) -> list[str]:\n    if not isinstance(input_string, str):\n        raise ValueError('Input must be a string')\n    return input_string.split()""}",118,Write a function to convert a string to a list of strings split on the space character.,gpt-4o-mini
"def find_single_element(sorted_array):
    if not sorted_array:
        return None
    left, right = 0, len(sorted_array) - 1
    while left < right:
        mid = left + (right - left) // 2
        # Determine which half to search
        if mid % 2 == 0:
            if sorted_array[mid] == sorted_array[mid + 1]:
                left = mid + 2
            else:
                right = mid
        else:
            if sorted_array[mid] == sorted_array[mid - 1]:
                left = mid + 1
            else:
                right = mid
    return sorted_array[left]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the element that appears only once in a sorted array.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def find_single_element(sorted_array):\\n    if not sorted_array:\\n        return None\\n    left, right = 0, len(sorted_array) - 1\\n    while left < right:\\n        mid = left + (right - left) // 2\\n        # Determine which half to search\\n        if mid % 2 == 0:\\n            if sorted_array[mid] == sorted_array[mid + 1]:\\n                left = mid + 2\\n            else:\\n                right = mid\\n        else:\\n            if sorted_array[mid] == sorted_array[mid - 1]:\\n                left = mid + 1\\n            else:\\n                right = mid\\n    return sorted_array[left]\""}""
  }
]","{""code"":""def find_single_element(sorted_array):\n    if not sorted_array:\n        return None\n    left, right = 0, len(sorted_array) - 1\n    while left < right:\n        mid = left + (right - left) // 2\n        # Determine which half to search\n        if mid % 2 == 0:\n            if sorted_array[mid] == sorted_array[mid + 1]:\n                left = mid + 2\n            else:\n                right = mid\n        else:\n            if sorted_array[mid] == sorted_array[mid - 1]:\n                left = mid + 1\n            else:\n                right = mid\n    return sorted_array[left]""}",119,Write a python function to find the element that appears only once in a sorted array.,gpt-4o-mini
"from typing import List, Tuple


def max_absolute_product(tuples: List[Tuple[int, int]]) -> int:
    if not tuples:
        return 0
    max_product = 0
    for a, b in tuples:
        product = abs(a * b)
        if product > max_product:
            max_product = product
    return max_product","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the maximum absolute product between numbers in pairs of tuples within a given list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List, Tuple\\n\\n\\ndef max_absolute_product(tuples: List[Tuple[int, int]]) -> int:\\n    if not tuples:\\n        return 0\\n    max_product = 0\\n    for a, b in tuples:\\n        product = abs(a * b)\\n        if product > max_product:\\n            max_product = product\\n    return max_product\""}""
  }
]","{""code"":""from typing import List, Tuple\n\n\ndef max_absolute_product(tuples: List[Tuple[int, int]]) -> int:\n    if not tuples:\n        return 0\n    max_product = 0\n    for a, b in tuples:\n        product = abs(a * b)\n        if product > max_product:\n            max_product = product\n    return max_product""}",120,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,gpt-4o-mini
"def sum_amicable_numbers(n):
    def sum_of_divisors(x):
        total = 1  # Start with 1 since it's a divisor of all numbers > 1
        for i in range(2, int(x**0.5) + 1):
            if x % i == 0:
                total += i
                if i != x // i:
                    total += x // i
        return total

    amicable_numbers = set()
    for i in range(2, n + 1):
        if i not in amicable_numbers:
            partner = sum_of_divisors(i)
            if partner != i and sum_of_divisors(partner) == i:
                amicable_numbers.add(i)
                amicable_numbers.add(partner)

    return sum(amicable_numbers)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to sum all amicable numbers from 1 to a specified number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def sum_amicable_numbers(n):\\n    def sum_of_divisors(x):\\n        total = 1  # Start with 1 since it's a divisor of all numbers > 1\\n        for i in range(2, int(x**0.5) + 1):\\n            if x % i == 0:\\n                total += i\\n                if i != x // i:\\n                    total += x // i\\n        return total\\n\\n    amicable_numbers = set()\\n    for i in range(2, n + 1):\\n        if i not in amicable_numbers:\\n            partner = sum_of_divisors(i)\\n            if partner != i and sum_of_divisors(partner) == i:\\n                amicable_numbers.add(i)\\n                amicable_numbers.add(partner)\\n\\n    return sum(amicable_numbers)\""}""
  }
]","{""code"":""def sum_amicable_numbers(n):\n    def sum_of_divisors(x):\n        total = 1  # Start with 1 since it's a divisor of all numbers > 1\n        for i in range(2, int(x**0.5) + 1):\n            if x % i == 0:\n                total += i\n                if i != x // i:\n                    total += x // i\n        return total\n\n    amicable_numbers = set()\n    for i in range(2, n + 1):\n        if i not in amicable_numbers:\n            partner = sum_of_divisors(i)\n            if partner != i and sum_of_divisors(partner) == i:\n                amicable_numbers.add(i)\n                amicable_numbers.add(partner)\n\n    return sum(amicable_numbers)""}",123,Write a function to sum all amicable numbers from 1 to a specified number.,gpt-4o-mini
"import cmath

def complex_angle(z: complex) -> float:
    if z == 0:
        raise ValueError(""Angle is undefined for complex number 0."")
    return cmath.phase(z)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to get the angle of a complex number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""import cmath\\n\\ndef complex_angle(z: complex) -> float:\\n    if z == 0:\\n        raise ValueError(\\\""Angle is undefined for complex number 0.\\\"")\\n    return cmath.phase(z)\""}""
  }
]","{""code"":""import cmath\n\ndef complex_angle(z: complex) -> float:\n    if z == 0:\n        raise ValueError(\""Angle is undefined for complex number 0.\"")\n    return cmath.phase(z)""}",124,Write a function to get the angle of a complex number.,gpt-4o-mini
"def max_diff_zeroes_ones(binary_string: str) -> int:
    max_diff = 0
    current_diff = 0

    for char in binary_string:
        if char == '0':
            current_diff += 1
        elif char == '1':
            current_diff -= 1
        # Update max_diff if current_diff is greater
        max_diff = max(max_diff, current_diff)
        # Reset current_diff if it goes negative
        if current_diff < 0:
            current_diff = 0

    return max_diff","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def max_diff_zeroes_ones(binary_string: str) -> int:\\n    max_diff = 0\\n    current_diff = 0\\n\\n    for char in binary_string:\\n        if char == '0':\\n            current_diff += 1\\n        elif char == '1':\\n            current_diff -= 1\\n        # Update max_diff if current_diff is greater\\n        max_diff = max(max_diff, current_diff)\\n        # Reset current_diff if it goes negative\\n        if current_diff < 0:\\n            current_diff = 0\\n\\n    return max_diff\""}""
  }
]","{""code"":""def max_diff_zeroes_ones(binary_string: str) -> int:\n    max_diff = 0\n    current_diff = 0\n\n    for char in binary_string:\n        if char == '0':\n            current_diff += 1\n        elif char == '1':\n            current_diff -= 1\n        # Update max_diff if current_diff is greater\n        max_diff = max(max_diff, current_diff)\n        # Reset current_diff if it goes negative\n        if current_diff < 0:\n            current_diff = 0\n\n    return max_diff""}",125,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,gpt-4o-mini
"def sum_of_common_divisors(num1: int, num2: int) -> int:
    import math

    def gcd(a: int, b: int) -> int:
        while b:
            a, b = b, a % b
        return a

    def sum_divisors(n: int) -> int:
        total = 0
        for i in range(1, int(math.sqrt(n)) + 1):
            if n % i == 0:
                total += i
                if i != n // i:
                    total += n // i
        return total

    common_gcd = gcd(num1, num2)
    return sum_divisors(common_gcd) if common_gcd > 0 else 0","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the sum of common divisors of two given numbers.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def sum_of_common_divisors(num1: int, num2: int) -> int:\\n    import math\\n\\n    def gcd(a: int, b: int) -> int:\\n        while b:\\n            a, b = b, a % b\\n        return a\\n\\n    def sum_divisors(n: int) -> int:\\n        total = 0\\n        for i in range(1, int(math.sqrt(n)) + 1):\\n            if n % i == 0:\\n                total += i\\n                if i != n // i:\\n                    total += n // i\\n        return total\\n\\n    common_gcd = gcd(num1, num2)\\n    return sum_divisors(common_gcd) if common_gcd > 0 else 0\""}""
  }
]","{""code"":""def sum_of_common_divisors(num1: int, num2: int) -> int:\n    import math\n\n    def gcd(a: int, b: int) -> int:\n        while b:\n            a, b = b, a % b\n        return a\n\n    def sum_divisors(n: int) -> int:\n        total = 0\n        for i in range(1, int(math.sqrt(n)) + 1):\n            if n % i == 0:\n                total += i\n                if i != n // i:\n                    total += n // i\n        return total\n\n    common_gcd = gcd(num1, num2)\n    return sum_divisors(common_gcd) if common_gcd > 0 else 0""}",126,Write a python function to find the sum of common divisors of two given numbers.,gpt-4o-mini
"def multiply_integers(a: int, b: int) -> int:
    return a * b","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to multiply two integers.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def multiply_integers(a: int, b: int) -> int:\\n    return a * b\""}""
  }
]","{""code"":""def multiply_integers(a: int, b: int) -> int:\n    return a * b""}",127,Write a function to multiply two integers.,gpt-4o-mini
"def find_long_words(words, n):
    if not isinstance(words, list) or not all(isinstance(word, str) for word in words):
        raise ValueError('Input must be a list of words')
    if not isinstance(n, int) or n < 0:
        raise ValueError('n must be a non-negative integer')
    return [word for word in words if len(word) > n]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find words that are longer than n characters from a given list of words.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def find_long_words(words, n):\\n    if not isinstance(words, list) or not all(isinstance(word, str) for word in words):\\n        raise ValueError('Input must be a list of words')\\n    if not isinstance(n, int) or n < 0:\\n        raise ValueError('n must be a non-negative integer')\\n    return [word for word in words if len(word) > n]\""}""
  }
]","{""code"":""def find_long_words(words, n):\n    if not isinstance(words, list) or not all(isinstance(word, str) for word in words):\n        raise ValueError('Input must be a list of words')\n    if not isinstance(n, int) or n < 0:\n        raise ValueError('n must be a non-negative integer')\n    return [word for word in words if len(word) > n]""}",128,Write a function to find words that are longer than n characters from a given list of words.,gpt-4o-mini
"def is_magic_square(matrix):
    if not matrix or not all(len(row) == len(matrix) for row in matrix):
        return False
    n = len(matrix)
    magic_sum = sum(matrix[0])
    
    for row in matrix:
        if sum(row) != magic_sum:
            return False

    for col in range(n):
        if sum(matrix[row][col] for row in range(n)) != magic_sum:
            return False

    if sum(matrix[i][i] for i in range(n)) != magic_sum:
        return False

    if sum(matrix[i][n - 1 - i] for i in range(n)) != magic_sum:
        return False

    return True","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to calculate whether the matrix is a magic square.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def is_magic_square(matrix):\\n    if not matrix or not all(len(row) == len(matrix) for row in matrix):\\n        return False\\n    n = len(matrix)\\n    magic_sum = sum(matrix[0])\\n    \\n    for row in matrix:\\n        if sum(row) != magic_sum:\\n            return False\\n\\n    for col in range(n):\\n        if sum(matrix[row][col] for row in range(n)) != magic_sum:\\n            return False\\n\\n    if sum(matrix[i][i] for i in range(n)) != magic_sum:\\n        return False\\n\\n    if sum(matrix[i][n - 1 - i] for i in range(n)) != magic_sum:\\n        return False\\n\\n    return True\""}""
  }
]","{""code"":""def is_magic_square(matrix):\n    if not matrix or not all(len(row) == len(matrix) for row in matrix):\n        return False\n    n = len(matrix)\n    magic_sum = sum(matrix[0])\n    \n    for row in matrix:\n        if sum(row) != magic_sum:\n            return False\n\n    for col in range(n):\n        if sum(matrix[row][col] for row in range(n)) != magic_sum:\n            return False\n\n    if sum(matrix[i][i] for i in range(n)) != magic_sum:\n        return False\n\n    if sum(matrix[i][n - 1 - i] for i in range(n)) != magic_sum:\n        return False\n\n    return True""}",129,Write a function to calculate whether the matrix is a magic square.,gpt-4o-mini
"from collections import Counter

def max_frequency_item(items):
    if not items:
        return None
    frequency = Counter(items)
    max_item = max(frequency.items(), key=lambda x: x[1])[0]
    return max_item","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the item with maximum frequency in a given list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from collections import Counter\\n\\ndef max_frequency_item(items):\\n    if not items:\\n        return None\\n    frequency = Counter(items)\\n    max_item = max(frequency.items(), key=lambda x: x[1])[0]\\n    return max_item\""}""
  }
]","{""code"":""from collections import Counter\n\ndef max_frequency_item(items):\n    if not items:\n        return None\n    frequency = Counter(items)\n    max_item = max(frequency.items(), key=lambda x: x[1])[0]\n    return max_item""}",130,Write a function to find the item with maximum frequency in a given list.,gpt-4o-mini
