code,cprompt,crawresp,task_id,text,model
"def next_smallest_palindrome(n: int) -> int:

    def is_palindrome(number: int) -> bool:
        return str(number) == str(number)[::-1]
    
    if n < 0:
        raise ValueError(""Input must be a non-negative integer."")

    n += 1
    while not is_palindrome(n):
        n += 1

    return n","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the next smallest palindrome of a specified integer, returned as an integer.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def next_smallest_palindrome(n: int) -> int:\\n\\n    def is_palindrome(number: int) -> bool:\\n        return str(number) == str(number)[::-1]\\n    \\n    if n < 0:\\n        raise ValueError(\\\""Input must be a non-negative integer.\\\"")\\n\\n    n += 1\\n    while not is_palindrome(n):\\n        n += 1\\n\\n    return n\""}""
  }
]","{""code"":""def next_smallest_palindrome(n: int) -> int:\n\n    def is_palindrome(number: int) -> bool:\n        return str(number) == str(number)[::-1]\n    \n    if n < 0:\n        raise ValueError(\""Input must be a non-negative integer.\"")\n\n    n += 1\n    while not is_palindrome(n):\n        n += 1\n\n    return n""}",100,"Write a function to find the next smallest palindrome of a specified integer, returned as an integer.",gpt-4o
"def find_kth_element(arr, k):
    if not arr or k <= 0 or k > len(arr):
        raise ValueError(""Invalid array or k value"")
    return arr[k - 1]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the kth element in the given array using 1-based indexing.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def find_kth_element(arr, k):\\n    if not arr or k <= 0 or k > len(arr):\\n        raise ValueError(\\\""Invalid array or k value\\\"")\\n    return arr[k - 1]\""}""
  }
]","{""code"":""def find_kth_element(arr, k):\n    if not arr or k <= 0 or k > len(arr):\n        raise ValueError(\""Invalid array or k value\"")\n    return arr[k - 1]""}",101,Write a function to find the kth element in the given array using 1-based indexing.,gpt-4o
"def snake_to_camel(snake_str: str) -> str:
    if not snake_str:
        return """"
    words = snake_str.split('_')
    return words[0] + ''.join(word.capitalize() for word in words[1:])","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert a snake case string to camel case string.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def snake_to_camel(snake_str: str) -> str:\\n    if not snake_str:\\n        return \\\""\\\""\\n    words = snake_str.split('_')\\n    return words[0] + ''.join(word.capitalize() for word in words[1:])\""}""
  }
]","{""code"":""def snake_to_camel(snake_str: str) -> str:\n    if not snake_str:\n        return \""\""\n    words = snake_str.split('_')\n    return words[0] + ''.join(word.capitalize() for word in words[1:])""}",102,Write a function to convert a snake case string to camel case string.,gpt-4o
"def eulerian_number(n: int, m: int) -> int:
    if m >= n or n < 0 or m < 0:
        raise ValueError(""Invalid inputs: must satisfy n > m ≥ 0"")
    
    # Create a table for storing results of dynamic programming
    dp = [[0] * (m + 1) for _ in range(n + 1)]
    
    # Base case
    dp[0][0] = 1
    
    # Fill the table according to the recursive formula
    for i in range(1, n + 1):
        for j in range(0, min(i, m) + 1):
            dp[i][j] = (i - j) * dp[i-1][j] + (j + 1) * dp[i-1][j-1]

    # Return the result for a(n, m)
    return dp[n][m]
    
","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the Eulerian number a(n, m).\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def eulerian_number(n: int, m: int) -> int:\\n    if m >= n or n < 0 or m < 0:\\n        raise ValueError(\\\""Invalid inputs: must satisfy n > m \u2265 0\\\"")\\n    \\n    # Create a table for storing results of dynamic programming\\n    dp = [[0] * (m + 1) for _ in range(n + 1)]\\n    \\n    # Base case\\n    dp[0][0] = 1\\n    \\n    # Fill the table according to the recursive formula\\n    for i in range(1, n + 1):\\n        for j in range(0, min(i, m) + 1):\\n            dp[i][j] = (i - j) * dp[i-1][j] + (j + 1) * dp[i-1][j-1]\\n\\n    # Return the result for a(n, m)\\n    return dp[n][m]\\n    \\n\""}""
  }
]","{""code"":""def eulerian_number(n: int, m: int) -> int:\n    if m >= n or n < 0 or m < 0:\n        raise ValueError(\""Invalid inputs: must satisfy n > m ≥ 0\"")\n    \n    # Create a table for storing results of dynamic programming\n    dp = [[0] * (m + 1) for _ in range(n + 1)]\n    \n    # Base case\n    dp[0][0] = 1\n    \n    # Fill the table according to the recursive formula\n    for i in range(1, n + 1):\n        for j in range(0, min(i, m) + 1):\n            dp[i][j] = (i - j) * dp[i-1][j] + (j + 1) * dp[i-1][j-1]\n\n    # Return the result for a(n, m)\n    return dp[n][m]\n    \n""}",103,"Write a function to find the Eulerian number a(n, m).",gpt-4o
"def sort_sublists(lst_of_lsts):
    return [sorted(sublist) for sublist in lst_of_lsts]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to sort each sublist of strings in a given list of lists.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def sort_sublists(lst_of_lsts):\\n    return [sorted(sublist) for sublist in lst_of_lsts]\""}""
  }
]","{""code"":""def sort_sublists(lst_of_lsts):\n    return [sorted(sublist) for sublist in lst_of_lsts]""}",104,Write a function to sort each sublist of strings in a given list of lists.,gpt-4o
"def count_true_booleans(boolean_list):
    return sum(1 for item in boolean_list if item is True)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to count true booleans in the given list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_true_booleans(boolean_list):\\n    return sum(1 for item in boolean_list if item is True)\""}""
  }
]","{""code"":""def count_true_booleans(boolean_list):\n    return sum(1 for item in boolean_list if item is True)""}",105,Write a python function to count true booleans in the given list.,gpt-4o
"from typing import List, Tuple, Any

def append_list_to_tuples(lst: List[Any], tpls: List[Tuple[Any, ...]]) -> List[Tuple[Any, ...]]:
    return [tpl + tuple(lst) for tpl in tpls]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to append the given list to the given tuples.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List, Tuple, Any\\n\\ndef append_list_to_tuples(lst: List[Any], tpls: List[Tuple[Any, ...]]) -> List[Tuple[Any, ...]]:\\n    return [tpl + tuple(lst) for tpl in tpls]\""}""
  }
]","{""code"":""from typing import List, Tuple, Any\n\ndef append_list_to_tuples(lst: List[Any], tpls: List[Tuple[Any, ...]]) -> List[Tuple[Any, ...]]:\n    return [tpl + tuple(lst) for tpl in tpls]""}",106,Write a function to append the given list to the given tuples.,gpt-4o
"from heapq import merge

def merge_three_lists(lst1, lst2, lst3):
    return list(merge(lst1, lst2, lst3))","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to merge three lists into a single sorted list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from heapq import merge\\n\\ndef merge_three_lists(lst1, lst2, lst3):\\n    return list(merge(lst1, lst2, lst3))\""}""
  }
]","{""code"":""from heapq import merge\n\ndef merge_three_lists(lst1, lst2, lst3):\n    return list(merge(lst1, lst2, lst3))""}",108,Write a function to merge three lists into a single sorted list.,gpt-4o
"def count_odd_values_in_rotations(binary_string: str, rotations: int) -> int:
    def is_odd(value: int) -> bool:
        return value % 2 != 0
    
    decimal_value = int(binary_string, 2)
    length = len(binary_string)
    odd_count = 0
    # Iterate through each rotation
    for _ in range(rotations):
        # Check if the current value is odd
        if is_odd(decimal_value):
            odd_count += 1
        # Perform a left rotation
        leftmost_bit = decimal_value >> (length - 1) & 1
        decimal_value = (decimal_value << 1 & ((1 << length) - 1)) | leftmost_bit
        
    return odd_count","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_odd_values_in_rotations(binary_string: str, rotations: int) -> int:\\n    def is_odd(value: int) -> bool:\\n        return value % 2 != 0\\n    \\n    decimal_value = int(binary_string, 2)\\n    length = len(binary_string)\\n    odd_count = 0\\n    # Iterate through each rotation\\n    for _ in range(rotations):\\n        # Check if the current value is odd\\n        if is_odd(decimal_value):\\n            odd_count += 1\\n        # Perform a left rotation\\n        leftmost_bit = decimal_value >> (length - 1) & 1\\n        decimal_value = (decimal_value << 1 & ((1 << length) - 1)) | leftmost_bit\\n        \\n    return odd_count\""}""
  }
]","{""code"":""def count_odd_values_in_rotations(binary_string: str, rotations: int) -> int:\n    def is_odd(value: int) -> bool:\n        return value % 2 != 0\n    \n    decimal_value = int(binary_string, 2)\n    length = len(binary_string)\n    odd_count = 0\n    # Iterate through each rotation\n    for _ in range(rotations):\n        # Check if the current value is odd\n        if is_odd(decimal_value):\n            odd_count += 1\n        # Perform a left rotation\n        leftmost_bit = decimal_value >> (length - 1) & 1\n        decimal_value = (decimal_value << 1 & ((1 << length) - 1)) | leftmost_bit\n        \n    return odd_count""}",109,Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.,gpt-4o
"from typing import List

# Function to find common elements in nested lists
def find_common_elements(nested_lists: List[List[int]]) -> List[int]:
    if not nested_lists:
        return []
    # Initialize with the first list elements as a set
    common_elements = set(nested_lists[0])
    # Iterate through the remaining lists in the nested lists
    for lst in nested_lists[1:]:
        # Update the common elements by taking intersection with the current list
        common_elements.intersection_update(lst)
    return list(common_elements)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the common elements in given nested lists.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List\\n\\n# Function to find common elements in nested lists\\ndef find_common_elements(nested_lists: List[List[int]]) -> List[int]:\\n    if not nested_lists:\\n        return []\\n    # Initialize with the first list elements as a set\\n    common_elements = set(nested_lists[0])\\n    # Iterate through the remaining lists in the nested lists\\n    for lst in nested_lists[1:]:\\n        # Update the common elements by taking intersection with the current list\\n        common_elements.intersection_update(lst)\\n    return list(common_elements)\""}""
  }
]","{""code"":""from typing import List\n\n# Function to find common elements in nested lists\ndef find_common_elements(nested_lists: List[List[int]]) -> List[int]:\n    if not nested_lists:\n        return []\n    # Initialize with the first list elements as a set\n    common_elements = set(nested_lists[0])\n    # Iterate through the remaining lists in the nested lists\n    for lst in nested_lists[1:]:\n        # Update the common elements by taking intersection with the current list\n        common_elements.intersection_update(lst)\n    return list(common_elements)""}",111,Write a function to find the common elements in given nested lists.,gpt-4o
"def is_integer(s:str) -> bool:
    try:
        int(s)
        return True
    except ValueError:
        return False","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to check if a string represents an integer or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def is_integer(s:str) -> bool:\\n    try:\\n        int(s)\\n        return True\\n    except ValueError:\\n        return False\""}""
  }
]","{""code"":""def is_integer(s:str) -> bool:\n    try:\n        int(s)\n        return True\n    except ValueError:\n        return False""}",113,Write a function to check if a string represents an integer or not.,gpt-4o
"from typing import List, Dict

def are_all_dicts_empty(dict_list: List[Dict]) -> bool:
    """"""
    Checks if all dictionaries in the given list are empty.

    :param dict_list: List of dictionaries to check
    :return: True if all dictionaries are empty, False otherwise
    """"""
    return all(len(d) == 0 for d in dict_list)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to check whether all dictionaries in a list are empty or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List, Dict\\n\\ndef are_all_dicts_empty(dict_list: List[Dict]) -> bool:\\n    \\\""\\\""\\\""\\n    Checks if all dictionaries in the given list are empty.\\n\\n    :param dict_list: List of dictionaries to check\\n    :return: True if all dictionaries are empty, False otherwise\\n    \\\""\\\""\\\""\\n    return all(len(d) == 0 for d in dict_list)\""}""
  }
]","{""code"":""from typing import List, Dict\n\ndef are_all_dicts_empty(dict_list: List[Dict]) -> bool:\n    \""\""\""\n    Checks if all dictionaries in the given list are empty.\n\n    :param dict_list: List of dictionaries to check\n    :return: True if all dictionaries are empty, False otherwise\n    \""\""\""\n    return all(len(d) == 0 for d in dict_list)""}",115,Write a function to check whether all dictionaries in a list are empty or not.,gpt-4o
"def tuple_to_integer(input_tuple: tuple) -> int:
    return int(''.join(map(str, input_tuple)))","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert a given tuple of positive integers into a single integer.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def tuple_to_integer(input_tuple: tuple) -> int:\\n    return int(''.join(map(str, input_tuple)))\""}""
  }
]","{""code"":""def tuple_to_integer(input_tuple: tuple) -> int:\n    return int(''.join(map(str, input_tuple)))""}",116,Write a function to convert a given tuple of positive integers into a single integer.,gpt-4o
"def convert_to_floats(nested_list):
    def try_float(value):
        try:
            return float(value)
        except (ValueError, TypeError):
            return value
    
    return [[try_float(element) for element in sublist] for sublist in nested_list]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert all possible convertible elements in a list of lists to floats.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def convert_to_floats(nested_list):\\n    def try_float(value):\\n        try:\\n            return float(value)\\n        except (ValueError, TypeError):\\n            return value\\n    \\n    return [[try_float(element) for element in sublist] for sublist in nested_list]\""}""
  }
]","{""code"":""def convert_to_floats(nested_list):\n    def try_float(value):\n        try:\n            return float(value)\n        except (ValueError, TypeError):\n            return value\n    \n    return [[try_float(element) for element in sublist] for sublist in nested_list]""}",117,Write a function to convert all possible convertible elements in a list of lists to floats.,gpt-4o
"def split_string(input_string: str) -> list:
    if not isinstance(input_string, str):
        raise ValueError(""Input must be a string"")
    return input_string.split()","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert a string to a list of strings split on the space character.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def split_string(input_string: str) -> list:\\n    if not isinstance(input_string, str):\\n        raise ValueError(\\\""Input must be a string\\\"")\\n    return input_string.split()\""}""
  }
]","{""code"":""def split_string(input_string: str) -> list:\n    if not isinstance(input_string, str):\n        raise ValueError(\""Input must be a string\"")\n    return input_string.split()""}",118,Write a function to convert a string to a list of strings split on the space character.,gpt-4o
"def find_unique_element(arr):
    """"""
    Finds the element that appears only once in a sorted array where every other element appears twice.

    Parameters:
    arr (list[int]): A sorted list of integers where exactly one element occurs only once.

    Returns:
    int: The element that occurs only once.
    """"""
    # Utilize binary search to find the unique element
    left, right = 0, len(arr) - 1

    while left < right:
        mid = left + (right - left) // 2
        # Ensure mid is even for checking pairs correctly
        if mid % 2 == 1:
            mid -= 1
        # Compare pairs, move accordingly
        if arr[mid] == arr[mid + 1]:
            left = mid + 2
        else:
            right = mid
    
    return arr[left]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the element that appears only once in a sorted array.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def find_unique_element(arr):\\n    \\\""\\\""\\\""\\n    Finds the element that appears only once in a sorted array where every other element appears twice.\\n\\n    Parameters:\\n    arr (list[int]): A sorted list of integers where exactly one element occurs only once.\\n\\n    Returns:\\n    int: The element that occurs only once.\\n    \\\""\\\""\\\""\\n    # Utilize binary search to find the unique element\\n    left, right = 0, len(arr) - 1\\n\\n    while left < right:\\n        mid = left + (right - left) // 2\\n        # Ensure mid is even for checking pairs correctly\\n        if mid % 2 == 1:\\n            mid -= 1\\n        # Compare pairs, move accordingly\\n        if arr[mid] == arr[mid + 1]:\\n            left = mid + 2\\n        else:\\n            right = mid\\n    \\n    return arr[left]\""}""
  }
]","{""code"":""def find_unique_element(arr):\n    \""\""\""\n    Finds the element that appears only once in a sorted array where every other element appears twice.\n\n    Parameters:\n    arr (list[int]): A sorted list of integers where exactly one element occurs only once.\n\n    Returns:\n    int: The element that occurs only once.\n    \""\""\""\n    # Utilize binary search to find the unique element\n    left, right = 0, len(arr) - 1\n\n    while left < right:\n        mid = left + (right - left) // 2\n        # Ensure mid is even for checking pairs correctly\n        if mid % 2 == 1:\n            mid -= 1\n        # Compare pairs, move accordingly\n        if arr[mid] == arr[mid + 1]:\n            left = mid + 2\n        else:\n            right = mid\n    \n    return arr[left]""}",119,Write a python function to find the element that appears only once in a sorted array.,gpt-4o
"def max_absolute_product(tuple_list):
    max_product = 0
    for pair in tuple_list:
        if len(pair) == 2:
            product = abs(pair[0] * pair[1])
            if product > max_product:
                max_product = product
    return max_product","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the maximum absolute product between numbers in pairs of tuples within a given list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def max_absolute_product(tuple_list):\\n    max_product = 0\\n    for pair in tuple_list:\\n        if len(pair) == 2:\\n            product = abs(pair[0] * pair[1])\\n            if product > max_product:\\n                max_product = product\\n    return max_product\""}""
  }
]","{""code"":""def max_absolute_product(tuple_list):\n    max_product = 0\n    for pair in tuple_list:\n        if len(pair) == 2:\n            product = abs(pair[0] * pair[1])\n            if product > max_product:\n                max_product = product\n    return max_product""}",120,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,gpt-4o
"def sum_amicable_numbers(limit):
    def sum_of_divisors(n):
        total = 1
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                if i != n // i:
                    total += i + n // i
                else:
                    total += i
        return total

    amicable_sum = 0
    for num in range(2, limit):
        partner = sum_of_divisors(num)
        if partner != num and partner < limit and sum_of_divisors(partner) == num:
            amicable_sum += num

    return amicable_sum
","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to sum all amicable numbers from 1 to a specified number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def sum_amicable_numbers(limit):\\n    def sum_of_divisors(n):\\n        total = 1\\n        for i in range(2, int(n**0.5) + 1):\\n            if n % i == 0:\\n                if i != n // i:\\n                    total += i + n // i\\n                else:\\n                    total += i\\n        return total\\n\\n    amicable_sum = 0\\n    for num in range(2, limit):\\n        partner = sum_of_divisors(num)\\n        if partner != num and partner < limit and sum_of_divisors(partner) == num:\\n            amicable_sum += num\\n\\n    return amicable_sum\\n\""}""
  }
]","{""code"":""def sum_amicable_numbers(limit):\n    def sum_of_divisors(n):\n        total = 1\n        for i in range(2, int(n**0.5) + 1):\n            if n % i == 0:\n                if i != n // i:\n                    total += i + n // i\n                else:\n                    total += i\n        return total\n\n    amicable_sum = 0\n    for num in range(2, limit):\n        partner = sum_of_divisors(num)\n        if partner != num and partner < limit and sum_of_divisors(partner) == num:\n            amicable_sum += num\n\n    return amicable_sum\n""}",123,Write a function to sum all amicable numbers from 1 to a specified number.,gpt-4o
"import cmath

def get_complex_angle(z: complex) -> float:
    return cmath.phase(z)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to get the angle of a complex number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""import cmath\\n\\ndef get_complex_angle(z: complex) -> float:\\n    return cmath.phase(z)\""}""
  }
]","{""code"":""import cmath\n\ndef get_complex_angle(z: complex) -> float:\n    return cmath.phase(z)""}",124,Write a function to get the angle of a complex number.,gpt-4o
