code,cprompt,crawresp,task_id,text,model
def tuple_to_string(tup):    return str(tup),"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to convert a tuple to a string.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def tuple_to_string(tup):    return str(tup)\""}""
  }
]","{""code"": ""def tuple_to_string(tup):    return str(tup)""}",132,Write a function to convert a tuple to a string.,llama3.1:latest
"def sum_negative_numbers(numbers):
    return sum(num for num in numbers if num < 0)
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to calculate the sum of the negative numbers of a given list of numbers.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def sum_negative_numbers(numbers):\\n    return sum(num for num in numbers if num < 0)\\n}\""}""
  }
]","{
    ""code"": ""def sum_negative_numbers(numbers):\n    return sum(num for num in numbers if num < 0)\n}""
}",133,Write a function to calculate the sum of the negative numbers of a given list of numbers.,llama3.1:latest
"def hexagonal(n):
    return n * (2 * n - 1)
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the nth hexagonal number.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def hexagonal(n):\\n    return n * (2 * n - 1)\\n\""}""
  }
]","{""code"": ""def hexagonal(n):\n    return n * (2 * n - 1)\n""}",135,Write a function to find the nth hexagonal number.,llama3.1:latest
"def find_zero_ratio(arr):
    if not arr:
        return 0
    zero_count = sum(1 for x in arr if x == 0)
    non_zero_count = len(arr) - zero_count
    ratio = zero_count / (non_zero_count + 1e-9)
    return ratio","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the ratio of zeroes to non-zeroes in an array of integers.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def find_zero_ratio(arr):\\n    if not arr:\\n        return 0\\n    zero_count = sum(1 for x in arr if x == 0)\\n    non_zero_count = len(arr) - zero_count\\n    ratio = zero_count / (non_zero_count + 1e-9)\\n    return ratio\""}""
  }
]","{
    ""code"": ""def find_zero_ratio(arr):\n    if not arr:\n        return 0\n    zero_count = sum(1 for x in arr if x == 0)\n    non_zero_count = len(arr) - zero_count\n    ratio = zero_count / (non_zero_count + 1e-9)\n    return ratio""
}",137,Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,llama3.1:latest
"def is_power_of_two(n):
    return n > 0 and (n & (n - 1)) == 0
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def is_power_of_two(n):\\n    return n > 0 and (n & (n - 1)) == 0\\n}\""}""
  }
]","{
    ""code"": ""def is_power_of_two(n):\n    return n > 0 and (n & (n - 1)) == 0\n}""
}",138,Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,llama3.1:latest
"import math

def circle_circumference(radius):
    if radius < 0:
        raise ValueError('Radius cannot be negative')
    return 2 * math.pi * radius","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the circumference of a circle.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""import math\\n\\ndef circle_circumference(radius):\\n    if radius < 0:\\n        raise ValueError('Radius cannot be negative')\\n    return 2 * math.pi * radius\""}""
  }
]","{
    ""code"": ""import math\n\ndef circle_circumference(radius):\n    if radius < 0:\n        raise ValueError('Radius cannot be negative')\n    return 2 * math.pi * radius""
}",139,Write a function to find the circumference of a circle.,llama3.1:latest
def flatten_list_of_lists(nested_list):    # Initialize an empty set to store unique numbers    flat_set = set()        # Iterate over each sublist in the nested list    for sublist in nested_list:        # Extend the set with the elements of the current sublist        flat_set.update(sublist)            return flat_set,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to flatten the list of lists into a single set of numbers.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{ \""code\"": \""def flatten_list_of_lists(nested_list):    # Initialize an empty set to store unique numbers    flat_set = set()        # Iterate over each sublist in the nested list    for sublist in nested_list:        # Extend the set with the elements of the current sublist        flat_set.update(sublist)            return flat_set\"" }""
  }
]","{ ""code"": ""def flatten_list_of_lists(nested_list):    # Initialize an empty set to store unique numbers    flat_set = set()        # Iterate over each sublist in the nested list    for sublist in nested_list:        # Extend the set with the elements of the current sublist        flat_set.update(sublist)            return flat_set"" }",140,Write a function to flatten the list of lists into a single set of numbers.,llama3.1:latest
"def sort_list(input_list):
    return sorted(input_list)","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to sort a list of elements.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def sort_list(input_list):\\n    return sorted(input_list)\""}""
  }
]","{
    ""code"": ""def sort_list(input_list):\n    return sorted(input_list)""
}",141,Write a function to sort a list of elements.,llama3.1:latest
"def count_identical_items(list1, list2, list3):
    identical_count = 0
    for i in range(max(len(list1), len(list2), len(list3))):
        if i < len(list1) and i < len(list2) and i < len(list3) and list1[i] == list2[i] == list3[i]:
            identical_count += 1
    return identical_count","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to count number items that are identical in the same position of three given lists.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def count_identical_items(list1, list2, list3):\\n    identical_count = 0\\n    for i in range(max(len(list1), len(list2), len(list3))):\\n        if i < len(list1) and i < len(list2) and i < len(list3) and list1[i] == list2[i] == list3[i]:\\n            identical_count += 1\\n    return identical_count\""}""
  }
]","{
    ""code"": ""def count_identical_items(list1, list2, list3):\n    identical_count = 0\n    for i in range(max(len(list1), len(list2), len(list3))):\n        if i < len(list1) and i < len(list2) and i < len(list3) and list1[i] == list2[i] == list3[i]:\n            identical_count += 1\n    return identical_count""
}",142,Write a function to count number items that are identical in the same position of three given lists.,llama3.1:latest
"def count_lists_in_tuple(tup):    return sum(1 for item in tup if isinstance(item, list))","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find number of lists present in the given tuple.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def count_lists_in_tuple(tup):    return sum(1 for item in tup if isinstance(item, list))\""}""
  }
]","{""code"": ""def count_lists_in_tuple(tup):    return sum(1 for item in tup if isinstance(item, list))""}",143,Write a function to find number of lists present in the given tuple.,llama3.1:latest
"def max_difference(arr):
    return max(arr) - min(arr)
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to find the maximum difference between any two elements in a given array.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def max_difference(arr):\\n    return max(arr) - min(arr)\\n\""}""
  }
]","{
    ""code"": ""def max_difference(arr):\n    return max(arr) - min(arr)\n""
}",145,Write a python function to find the maximum difference between any two elements in a given array.,llama3.1:latest
"def extended_euclidean(a, b):
    if a == 0:
        return (b, 0, 1)
    else:
        g, x, y = extended_euclidean(b % a, a)
        return (g, y - (b // a) * x, x)

def solve_diophantine(a, b, n):
    gcd, x, y = extended_euclidean(a, b)
    if n % gcd != 0:
        return None
    else:
        return (x * (n // gcd), y * (n // gcd))","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function that returns integers x and y that satisfy ax + by = n as a tuple, or return None if no solution exists.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def extended_euclidean(a, b):\\n    if a == 0:\\n        return (b, 0, 1)\\n    else:\\n        g, x, y = extended_euclidean(b % a, a)\\n        return (g, y - (b // a) * x, x)\\n\\ndef solve_diophantine(a, b, n):\\n    gcd, x, y = extended_euclidean(a, b)\\n    if n % gcd != 0:\\n        return None\\n    else:\\n        return (x * (n // gcd), y * (n // gcd))\""}""
  }
]","{""code"": ""def extended_euclidean(a, b):\n    if a == 0:\n        return (b, 0, 1)\n    else:\n        g, x, y = extended_euclidean(b % a, a)\n        return (g, y - (b // a) * x, x)\n\ndef solve_diophantine(a, b, n):\n    gcd, x, y = extended_euclidean(a, b)\n    if n % gcd != 0:\n        return None\n    else:\n        return (x * (n // gcd), y * (n // gcd))""}",160,"Write a function that returns integers x and y that satisfy ax + by = n as a tuple, or return None if no solution exists.",llama3.1:latest
"def remove_elements(list1, list2):
    return [element for element in list1 if element not in list2]
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to remove all elements from a given list present in another list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def remove_elements(list1, list2):\\n    return [element for element in list1 if element not in list2]\\n}\""}""
  }
]","{
    ""code"": ""def remove_elements(list1, list2):\n    return [element for element in list1 if element not in list2]\n}""
}",161,Write a function to remove all elements from a given list present in another list.,llama3.1:latest
"def sum_of_series(n):
    return sum(n - 2 * i for i in range(n // 2 + 1))
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to calculate the sum (n - 2*i) from i=0 to n // 2, for instance n + (n-2) + (n-4)... (until n-x =< 0).Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def sum_of_series(n):\\n    return sum(n - 2 * i for i in range(n // 2 + 1))\\n\""}""
  }
]","{
    ""code"": ""def sum_of_series(n):\n    return sum(n - 2 * i for i in range(n // 2 + 1))\n""
}",162,"Write a function to calculate the sum (n - 2*i) from i=0 to n // 2, for instance n + (n-2) + (n-4)... (until n-x =< 0).",llama3.1:latest
"import math

def polygon_area(length, num_sides):
    if not isinstance(num_sides, int) or num_sides < 3:
        raise ValueError('Number of sides must be an integer greater than 2')
    return (num_sides * length ** 2) / (4 * math.tan(math.pi / num_sides))","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to calculate the area of a regular polygon given the length and number of its sides.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""import math\\n\\ndef polygon_area(length, num_sides):\\n    if not isinstance(num_sides, int) or num_sides < 3:\\n        raise ValueError('Number of sides must be an integer greater than 2')\\n    return (num_sides * length ** 2) / (4 * math.tan(math.pi / num_sides))\""}""
  }
]","{""code"": ""import math\n\ndef polygon_area(length, num_sides):\n    if not isinstance(num_sides, int) or num_sides < 3:\n        raise ValueError('Number of sides must be an integer greater than 2')\n    return (num_sides * length ** 2) / (4 * math.tan(math.pi / num_sides))""}",163,Write a function to calculate the area of a regular polygon given the length and number of its sides.,llama3.1:latest
"def sum_of_divisors(a: int, b: int) -> bool:
    def get_divisor_sum(n: int) -> int:
        return sum(i for i in range(1, n + 1) if n % i == 0

    return get_divisor_sum(a) == get_divisor_sum(b)
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to determine if the sum of the divisors of two integers are the same.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def sum_of_divisors(a: int, b: int) -> bool:\\n    def get_divisor_sum(n: int) -> int:\\n        return sum(i for i in range(1, n + 1) if n % i == 0\\n\\n    return get_divisor_sum(a) == get_divisor_sum(b)\\n}\""}""
  }
]","{
    ""code"": ""def sum_of_divisors(a: int, b: int) -> bool:\n    def get_divisor_sum(n: int) -> int:\n        return sum(i for i in range(1, n + 1) if n % i == 0\n\n    return get_divisor_sum(a) == get_divisor_sum(b)\n}""
}",164,Write a function to determine if the sum of the divisors of two integers are the same.,llama3.1:latest
"def count_same_position_chars(input_string: str) -> int:
    alphabet = 'abcdefghijklmnopqrstuvwxyz'
    input_string = input_string.lower()
    return sum(1 for i in range(len(input_string)) if input_string[i] == alphabet[i])","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to count the number of characters in a string that occur at the same position in the string as in the English alphabet (case insensitive).Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def count_same_position_chars(input_string: str) -> int:\\n    alphabet = 'abcdefghijklmnopqrstuvwxyz'\\n    input_string = input_string.lower()\\n    return sum(1 for i in range(len(input_string)) if input_string[i] == alphabet[i])\""}""
  }
]","{
    ""code"": ""def count_same_position_chars(input_string: str) -> int:\n    alphabet = 'abcdefghijklmnopqrstuvwxyz'\n    input_string = input_string.lower()\n    return sum(1 for i in range(len(input_string)) if input_string[i] == alphabet[i])""
}",165,Write a function to count the number of characters in a string that occur at the same position in the string as in the English alphabet (case insensitive).,llama3.1:latest
"def count_even_xor_pairs(lst):
    even_count = 0
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            if (lst[i] ^ lst[j]) % 2 == 0:
                even_count += 1
    return even_count","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function that counts the number of pairs of integers in a list that xor to an even number.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def count_even_xor_pairs(lst):\\n    even_count = 0\\n    for i in range(len(lst)):\\n        for j in range(i + 1, len(lst)):\\n            if (lst[i] ^ lst[j]) % 2 == 0:\\n                even_count += 1\\n    return even_count\""}""
  }
]","{""code"": ""def count_even_xor_pairs(lst):\n    even_count = 0\n    for i in range(len(lst)):\n        for j in range(i + 1, len(lst)):\n            if (lst[i] ^ lst[j]) % 2 == 0:\n                even_count += 1\n    return even_count""}",166,Write a function that counts the number of pairs of integers in a list that xor to an even number.,llama3.1:latest
"def smallest_power_of_two(n: int) -> int:
    if n <= 0:
        return 1
    power = 1
    while True:
        if power >= n:
            break
        power *= 2
    return power","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to find the smallest power of 2 greater than or equal to n.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def smallest_power_of_two(n: int) -> int:\\n    if n <= 0:\\n        return 1\\n    power = 1\\n    while True:\\n        if power >= n:\\n            break\\n        power *= 2\\n    return power\""}""
  }
]","{
    ""code"": ""def smallest_power_of_two(n: int) -> int:\n    if n <= 0:\n        return 1\n    power = 1\n    while True:\n        if power >= n:\n            break\n        power *= 2\n    return power""
}",167,Write a python function to find the smallest power of 2 greater than or equal to n.,llama3.1:latest
"def count_occurrences(lst, num):
    return lst.count(num)","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to count the number of occurrences of a number in a given list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def count_occurrences(lst, num):\\n    return lst.count(num)\""}""
  }
]","{
    ""code"": ""def count_occurrences(lst, num):\n    return lst.count(num)""
}",168,Write a function to count the number of occurrences of a number in a given list.,llama3.1:latest
"def sum_in_range(lst, start, end):
    if not isinstance(lst, list) or not all(isinstance(i, (int, float)) for i in lst):
        raise ValueError('Input must be a list of numbers')

    if not (isinstance(start, int) and isinstance(end, int) and 0 <= start <= end < len(lst)):
        raise IndexError('Start index is out of range or end index is invalid')

    return sum(lst[start:end+1])","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the sum of numbers in a list within a range specified by two indices.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def sum_in_range(lst, start, end):\\n    if not isinstance(lst, list) or not all(isinstance(i, (int, float)) for i in lst):\\n        raise ValueError('Input must be a list of numbers')\\n\\n    if not (isinstance(start, int) and isinstance(end, int) and 0 <= start <= end < len(lst)):\\n        raise IndexError('Start index is out of range or end index is invalid')\\n\\n    return sum(lst[start:end+1])\""}""
  }
]","{
    ""code"": ""def sum_in_range(lst, start, end):\n    if not isinstance(lst, list) or not all(isinstance(i, (int, float)) for i in lst):\n        raise ValueError('Input must be a list of numbers')\n\n    if not (isinstance(start, int) and isinstance(end, int) and 0 <= start <= end < len(lst)):\n        raise IndexError('Start index is out of range or end index is invalid')\n\n    return sum(lst[start:end+1])""
}",170,Write a function to find the sum of numbers in a list within a range specified by two indices.,llama3.1:latest
"def find_pentagon_perimeter(side_length):
    if not isinstance(side_length, (int, float)):
        raise TypeError('Side length must be a number')
    if side_length <= 0:
        raise ValueError('Side length must be positive')

    # Calculate the perimeter of a regular pentagon using the formula: Perimeter = n * s
    perimeter = 5 * side_length

    return perimeter","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the perimeter of a regular pentagon from the length of its sides.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def find_pentagon_perimeter(side_length):\\n    if not isinstance(side_length, (int, float)):\\n        raise TypeError('Side length must be a number')\\n    if side_length <= 0:\\n        raise ValueError('Side length must be positive')\\n\\n    # Calculate the perimeter of a regular pentagon using the formula: Perimeter = n * s\\n    perimeter = 5 * side_length\\n\\n    return perimeter\""}""
  }
]","{""code"": ""def find_pentagon_perimeter(side_length):\n    if not isinstance(side_length, (int, float)):\n        raise TypeError('Side length must be a number')\n    if side_length <= 0:\n        raise ValueError('Side length must be positive')\n\n    # Calculate the perimeter of a regular pentagon using the formula: Perimeter = n * s\n    perimeter = 5 * side_length\n\n    return perimeter""}",171,Write a function to find the perimeter of a regular pentagon from the length of its sides.,llama3.1:latest
"def count_std_occurrences(input_string: str) -> int:
    return input_string.lower().count('std')","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to count the number of occurence of the string 'std' in a given string.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def count_std_occurrences(input_string: str) -> int:\\n    return input_string.lower().count('std')\""}""
  }
]","{""code"": ""def count_std_occurrences(input_string: str) -> int:\n    return input_string.lower().count('std')""}",172,Write a function to count the number of occurence of the string 'std' in a given string.,llama3.1:latest
"def check_same_type(tup):
    return len(set(type(x) for x in tup)) == 1
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to check if all the elements in tuple have same data type or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def check_same_type(tup):\\n    return len(set(type(x) for x in tup)) == 1\\n}\""}""
  }
]","{
    ""code"": ""def check_same_type(tup):\n    return len(set(type(x) for x in tup)) == 1\n}""
}",222,Write a function to check if all the elements in tuple have same data type or not.,llama3.1:latest
"def is_majority_element(sorted_array, n, element):
    if n == 0:
        return False
    left, right = 0, n - 1
    while left <= right:
        mid = (left + right) // 2
        if sorted_array[mid] < element:
            left = mid + 1
        elif sorted_array[mid] > element:
            right = mid - 1
        else:
            break
    return left <= n / 2 and sorted_array[left] == element","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def is_majority_element(sorted_array, n, element):\\n    if n == 0:\\n        return False\\n    left, right = 0, n - 1\\n    while left <= right:\\n        mid = (left + right) // 2\\n        if sorted_array[mid] < element:\\n            left = mid + 1\\n        elif sorted_array[mid] > element:\\n            right = mid - 1\\n        else:\\n            break\\n    return left <= n / 2 and sorted_array[left] == element\""}""
  }
]","{
    ""code"": ""def is_majority_element(sorted_array, n, element):\n    if n == 0:\n        return False\n    left, right = 0, n - 1\n    while left <= right:\n        mid = (left + right) // 2\n        if sorted_array[mid] < element:\n            left = mid + 1\n        elif sorted_array[mid] > element:\n            right = mid - 1\n        else:\n            break\n    return left <= n / 2 and sorted_array[left] == element""
}",223,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)",llama3.1:latest
"def count_set_bits(n: int) -> int:
    return bin(n).count('1')
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to count the number of set bits (binary digits with value 1) in a given number.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def count_set_bits(n: int) -> int:\\n    return bin(n).count('1')\\n}\""}""
  }
]","{
    ""code"": ""def count_set_bits(n: int) -> int:\n    return bin(n).count('1')\n}""
}",224,Write a python function to count the number of set bits (binary digits with value 1) in a given number.,llama3.1:latest
