code,cprompt,crawresp,db_id,question,model
SELECT a.airline_name FROM airlines AS a JOIN flights AS f ON a.airline_name = f.airline GROUP BY f.airline HAVING COUNT(f.flight_number) < 200,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Which airlines have less than 200 flights?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT a.airline_name FROM airlines AS a JOIN flights AS f ON a.airline_name = f.airline GROUP BY f.airline HAVING COUNT(f.flight_number) < 200\""}""
  }
]","{
  ""code"": ""SELECT a.airline_name FROM airlines AS a JOIN flights AS f ON a.airline_name = f.airline GROUP BY f.airline HAVING COUNT(f.flight_number) < 200""
}",flight_2,Which airlines have less than 200 flights?,llama3.1:latest
SELECT T2.flight_number FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.airline_name = T2.airline WHERE T1.airline_name = 'United Airlines',"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:What are flight numbers of Airline \""United Airlines\""?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T2.flight_number FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.airline_name = T2.airline WHERE T1.airline_name = 'United Airlines'\""}""
  }
]","{
  ""code"": ""SELECT T2.flight_number FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.airline_name = T2.airline WHERE T1.airline_name = 'United Airlines'""
}",flight_2,"What are flight numbers of Airline ""United Airlines""?",llama3.1:latest
SELECT f.flight_number FROM flights AS f JOIN airlines AS a ON f.airline = a.airline_name WHERE a.airline_name = 'United Airlines';,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Which flight numbers correspond to United Airlines flights?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT f.flight_number FROM flights AS f JOIN airlines AS a ON f.airline = a.airline_name WHERE a.airline_name = 'United Airlines';\""}""
  }
]","{
  ""code"": ""SELECT f.flight_number FROM flights AS f JOIN airlines AS a ON f.airline = a.airline_name WHERE a.airline_name = 'United Airlines';""
}",flight_2,Which flight numbers correspond to United Airlines flights?,llama3.1:latest
SELECT DISTINCT T2.flight_number FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airport_code = T2.source_airport WHERE T1.airport_name = 'APG';,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:What are flight numbers of flights departing from Airport \""APG\""?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT DISTINCT T2.flight_number FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airport_code = T2.source_airport WHERE T1.airport_name = 'APG';\""}""
  }
]","{
  ""code"": ""SELECT DISTINCT T2.flight_number FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airport_code = T2.source_airport WHERE T1.airport_name = 'APG';""
}",flight_2,"What are flight numbers of flights departing from Airport ""APG""?",llama3.1:latest
SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'APG',"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Give the flight numbers of flights leaving from APG.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'APG'\""}""
  }
]","{
  ""code"": ""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'APG'""
}",flight_2,Give the flight numbers of flights leaving from APG.,llama3.1:latest
SELECT t1.flight_number FROM flights AS t1 INNER JOIN airports AS t2 ON t1.source_airport = t2.airport_code WHERE t2.airport_name = 'APG';,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:What are flight numbers of flights arriving at Airport \""APG\""?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT t1.flight_number FROM flights AS t1 INNER JOIN airports AS t2 ON t1.source_airport = t2.airport_code WHERE t2.airport_name = 'APG';\""}""
  }
]","{
  ""code"": ""SELECT t1.flight_number FROM flights AS t1 INNER JOIN airports AS t2 ON t1.source_airport = t2.airport_code WHERE t2.airport_name = 'APG';""
}",flight_2,"What are flight numbers of flights arriving at Airport ""APG""?",llama3.1:latest
SELECT T2.flight_number FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airport_code = T2.source_airport WHERE T1.airport_name = 'APG',"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Give the flight numbers of flights landing at APG.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T2.flight_number FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airport_code = T2.source_airport WHERE T1.airport_name = 'APG'\""}""
  }
]","{
  ""code"": ""SELECT T2.flight_number FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airport_code = T2.source_airport WHERE T1.airport_name = 'APG'""
}",flight_2,Give the flight numbers of flights landing at APG.,llama3.1:latest
SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen',"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:What are flight numbers of flights departing from City \""Aberdeen \""?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen'\""}""
  }
]","{
  ""code"": ""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen'""
}",flight_2,"What are flight numbers of flights departing from City ""Aberdeen ""?",llama3.1:latest
SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen',"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Give the flight numbers of flights leaving from Aberdeen.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen'\""}""
  }
]","{
  ""code"": ""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen'""
}",flight_2,Give the flight numbers of flights leaving from Aberdeen.,llama3.1:latest
SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen';,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:What are flight numbers of flights arriving at City \""Aberdeen\""?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen';\""}""
  }
]","{
  ""code"": ""SELECT T1.flight_number FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen';""
}",flight_2,"What are flight numbers of flights arriving at City ""Aberdeen""?",llama3.1:latest
SELECT T1.flight_number FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen',"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Give the flight numbers of flights arriving in Aberdeen.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT T1.flight_number FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen'\""}""
  }
]","{
  ""code"": ""SELECT T1.flight_number FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city = 'Aberdeen'""
}",flight_2,Give the flight numbers of flights arriving in Aberdeen.,llama3.1:latest
"SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene') UNION SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destination_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene')","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Find the number of flights landing in the city of Aberdeen or Abilene.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene') UNION SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destination_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene')\""}""
  }
]","{
  ""code"": ""SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene') UNION SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destination_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene')""
}",flight_2,Find the number of flights landing in the city of Aberdeen or Abilene.,llama3.1:latest
"SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene') UNION SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.destination_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene');","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:How many flights land in Aberdeen or Abilene?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene') UNION SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.destination_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene');\""}""
  }
]","{
  ""code"": ""SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene') UNION SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.destination_airport = T2.airport_code WHERE T2.city IN ('Aberdeen', 'Abilene');""
}",flight_2,How many flights land in Aberdeen or Abilene?,llama3.1:latest
SELECT A1.airport_name FROM airports AS A1 LEFT JOIN flights AS F ON A1.airport_code = F.source_airport WHERE F.flight_number IS NULL UNION SELECT A2.airport_name FROM airports AS A2 LEFT JOIN flights AS F ON A2.airport_code = F.destination_airport WHERE F.flight_number IS NULL,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Find the name of airports which do not have any flight in and out.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT A1.airport_name FROM airports AS A1 LEFT JOIN flights AS F ON A1.airport_code = F.source_airport WHERE F.flight_number IS NULL UNION SELECT A2.airport_name FROM airports AS A2 LEFT JOIN flights AS F ON A2.airport_code = F.destination_airport WHERE F.flight_number IS NULL\""}""
  }
]","{
  ""code"": ""SELECT A1.airport_name FROM airports AS A1 LEFT JOIN flights AS F ON A1.airport_code = F.source_airport WHERE F.flight_number IS NULL UNION SELECT A2.airport_name FROM airports AS A2 LEFT JOIN flights AS F ON A2.airport_code = F.destination_airport WHERE F.flight_number IS NULL""
}",flight_2,Find the name of airports which do not have any flight in and out.,llama3.1:latest
SELECT a1.airport_name FROM airports AS a1 LEFT JOIN flights AS f ON a1.airport_code = f.source_airport WHERE f.flight_number IS NULL UNION SELECT a2.airport_name FROM airports AS a2 LEFT JOIN flights AS f ON a2.airport_code = f.destination_airport WHERE f.flight_number IS NULL,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: airlines  - airline_id (number)  - airline_name (text)  - abbreviation (text)  - country (text)Table: airports  - city (text)  - airport_code (text)  - airport_name (text)  - country (text)  - country_abbrev (text)Table: flights  - airline (number)  - flight_number (number)  - source_airport (text)  - destination_airport (text)Foreign Keys:  - airlines.airline_name -> flights.airline  - airports.airport_code -> flights.source_airport  - airports.airport_code -> flights.destination_airportCreate a SQL statement in response that replies to the following question:Which airports do not have departing or arriving flights?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT a1.airport_name FROM airports AS a1 LEFT JOIN flights AS f ON a1.airport_code = f.source_airport WHERE f.flight_number IS NULL UNION SELECT a2.airport_name FROM airports AS a2 LEFT JOIN flights AS f ON a2.airport_code = f.destination_airport WHERE f.flight_number IS NULL\""}""
  }
]","{
  ""code"": ""SELECT a1.airport_name FROM airports AS a1 LEFT JOIN flights AS f ON a1.airport_code = f.source_airport WHERE f.flight_number IS NULL UNION SELECT a2.airport_name FROM airports AS a2 LEFT JOIN flights AS f ON a2.airport_code = f.destination_airport WHERE f.flight_number IS NULL""
}",flight_2,Which airports do not have departing or arriving flights?,llama3.1:latest
SELECT COUNT(*) FROM employee,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: employee  - employee_id (number)  - name (text)  - age (number)  - city (text)Table: shop  - shop_id (number)  - name (text)  - location (text)  - district (text)  - number_products (number)  - manager_name (text)Table: hiring  - shop_id (number)  - employee_id (number)  - start_from (text)  - is_full_time (others)Table: evaluation  - employee_id (text)  - year_awarded (text)  - bonus (number)Foreign Keys:  - employee.employee_id -> hiring.employee_id  - employee.employee_id -> evaluation.employee_id  - shop.shop_id -> hiring.shop_id  - hiring.employee_id -> evaluation.employee_idCreate a SQL statement in response that replies to the following question:How many employees are there?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT COUNT(*) FROM employee\""}""
  }
]","{
  ""code"": ""SELECT COUNT(*) FROM employee""
}",employee_hire_evaluation,How many employees are there?,llama3.1:latest
SELECT COUNT(*) FROM employee,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: employee  - employee_id (number)  - name (text)  - age (number)  - city (text)Table: shop  - shop_id (number)  - name (text)  - location (text)  - district (text)  - number_products (number)  - manager_name (text)Table: hiring  - shop_id (number)  - employee_id (number)  - start_from (text)  - is_full_time (others)Table: evaluation  - employee_id (text)  - year_awarded (text)  - bonus (number)Foreign Keys:  - employee.employee_id -> hiring.employee_id  - employee.employee_id -> evaluation.employee_id  - shop.shop_id -> hiring.shop_id  - hiring.employee_id -> evaluation.employee_idCreate a SQL statement in response that replies to the following question:Count the number of employeesRequirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT COUNT(*) FROM employee\""}""
  }
]","{
  ""code"": ""SELECT COUNT(*) FROM employee""
}",employee_hire_evaluation,Count the number of employees,llama3.1:latest
SELECT name FROM employee ORDER BY age ASC,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: employee  - employee_id (number)  - name (text)  - age (number)  - city (text)Table: shop  - shop_id (number)  - name (text)  - location (text)  - district (text)  - number_products (number)  - manager_name (text)Table: hiring  - shop_id (number)  - employee_id (number)  - start_from (text)  - is_full_time (others)Table: evaluation  - employee_id (text)  - year_awarded (text)  - bonus (number)Foreign Keys:  - employee.employee_id -> hiring.employee_id  - employee.employee_id -> evaluation.employee_id  - shop.shop_id -> hiring.shop_id  - hiring.employee_id -> evaluation.employee_idCreate a SQL statement in response that replies to the following question:Sort employee names by their age in ascending order.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT name FROM employee ORDER BY age ASC\""}""
  }
]","{
  ""code"": ""SELECT name FROM employee ORDER BY age ASC""
}",employee_hire_evaluation,Sort employee names by their age in ascending order.,llama3.1:latest
SELECT name FROM employee ORDER BY age ASC;,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: employee  - employee_id (number)  - name (text)  - age (number)  - city (text)Table: shop  - shop_id (number)  - name (text)  - location (text)  - district (text)  - number_products (number)  - manager_name (text)Table: hiring  - shop_id (number)  - employee_id (number)  - start_from (text)  - is_full_time (others)Table: evaluation  - employee_id (text)  - year_awarded (text)  - bonus (number)Foreign Keys:  - employee.employee_id -> hiring.employee_id  - employee.employee_id -> evaluation.employee_id  - shop.shop_id -> hiring.shop_id  - hiring.employee_id -> evaluation.employee_idCreate a SQL statement in response that replies to the following question:List the names of employees and sort in ascending order of age.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT name FROM employee ORDER BY age ASC;\""}""
  }
]","{
  ""code"": ""SELECT name FROM employee ORDER BY age ASC;""
}",employee_hire_evaluation,List the names of employees and sort in ascending order of age.,llama3.1:latest
